id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac
20251120_182706_719699,51.58125,-0.0469,0.0376,0.92,11.8,51.525,51.6375,51.975,52.03125,0.001090513,-0.001090513,-0.007633588,-0.0087241,train/episode_174_part2/images/ZED_LEFT/ZED_LEFT_20251120_182706_719699.jpg,train/episode_174_part2/images/road_img/ZED_LEFT_20251120_182706_719699.jpg,0.85
20251120_182706_969699,51.8625,-0.0171,-0.0212,1.1,10.9,51.80625,51.8625,52.25625,52.36875,0.001084599,0,-0.007592191,-0.009761388,train/episode_174_part2/images/ZED_LEFT/ZED_LEFT_20251120_182706_969699.jpg,train/episode_174_part2/images/road_img/ZED_LEFT_20251120_182706_969699.jpg,0.85
20251120_182707_219699,51.80625,-0.043,0.0078,0.94,11.1,51.69375,51.91875,52.14375,52.3125,0.002171553,-0.002171553,-0.006514658,-0.009771987,train/episode_174_part2/images/ZED_LEFT/ZED_LEFT_20251120_182707_219699.jpg,train/episode_174_part2/images/road_img/ZED_LEFT_20251120_182707_219699.jpg,0.85
20251120_182707_469699,52.0875,-0.024,-0.0388,1.77,12.2,52.0875,52.14375,52.59375,52.3125,0,-0.001079914,-0.009719222,-0.004319654,train/episode_174_part2/images/ZED_LEFT/ZED_LEFT_20251120_182707_469699.jpg,train/episode_174_part2/images/road_img/ZED_LEFT_20251120_182707_469699.jpg,0.85
20251120_182707_719699,51.91875,-0.0782,-0.0021,1.22,10.8,51.8625,51.91875,52.25625,52.0875,0.001083424,0,-0.006500542,-0.003250271,train/episode_174_part2/images/ZED_LEFT/ZED_LEFT_20251120_182707_719699.jpg,train/episode_174_part2/images/road_img/ZED_LEFT_20251120_182707_719699.jpg,0.85
20251120_182707_969699,51.975,-0.0559,0.0011,0.9,10.3,51.80625,51.91875,52.3125,52.14375,0.003246753,0.001082251,-0.006493506,-0.003246753,train/episode_174_part2/images/ZED_LEFT/ZED_LEFT_20251120_182707_969699.jpg,train/episode_174_part2/images/road_img/ZED_LEFT_20251120_182707_969699.jpg,0.85
20251120_182708_219699,51.91875,-0.0639,-0.0029,1.09,10.9,52.2,52.36875,52.3125,51.69375,-0.005417118,-0.008667389,-0.007583965,0.004333694,train/episode_174_part2/images/ZED_LEFT/ZED_LEFT_20251120_182708_219699.jpg,train/episode_174_part2/images/road_img/ZED_LEFT_20251120_182708_219699.jpg,0.85
20251120_182708_469699,52.03125,0.0432,0.0427,1.07,11.9,51.91875,52.25625,52.59375,52.14375,0.002162162,-0.004324324,-0.010810811,-0.002162162,train/episode_174_part2/images/ZED_LEFT/ZED_LEFT_20251120_182708_469699.jpg,train/episode_174_part2/images/road_img/ZED_LEFT_20251120_182708_469699.jpg,0.85
20251120_182708_719699,51.8625,0.0195,0.039,1.99,11.7,51.975,52.2,52.25625,52.36875,-0.002169197,-0.006507592,-0.007592191,-0.009761388,train/episode_174_part2/images/ZED_LEFT/ZED_LEFT_20251120_182708_719699.jpg,train/episode_174_part2/images/road_img/ZED_LEFT_20251120_182708_719699.jpg,0.85
20251120_182708_969699,52.25625,-0.0969,0.0269,1.64,11.4,52.0875,52.3125,52.48125,52.36875,0.003229279,-0.001076426,-0.004305705,-0.002152853,train/episode_174_part2/images/ZED_LEFT/ZED_LEFT_20251120_182708_969699.jpg,train/episode_174_part2/images/road_img/ZED_LEFT_20251120_182708_969699.jpg,0.85
20251120_182709_219699,52.2,-0.005,-0.0038,1.26,11.2,52.14375,52.14375,52.59375,52.59375,0.001077586,0.001077586,-0.007543103,-0.007543103,train/episode_174_part2/images/ZED_LEFT/ZED_LEFT_20251120_182709_219699.jpg,train/episode_174_part2/images/road_img/ZED_LEFT_20251120_182709_219699.jpg,0.85
20251120_182709_469699,51.91875,-0.0738,-0.0099,1.06,9.9,51.80625,52.14375,52.25625,52.14375,0.002166847,-0.004333694,-0.006500542,-0.004333694,train/episode_174_part2/images/ZED_LEFT/ZED_LEFT_20251120_182709_469699.jpg,train/episode_174_part2/images/road_img/ZED_LEFT_20251120_182709_469699.jpg,0.85
20251120_182709_719699,51.80625,0.0278,-0.0253,0.99,9,51.75,51.975,52.0875,52.5375,0.001085776,-0.003257329,-0.005428882,-0.014115092,train/episode_174_part2/images/ZED_LEFT/ZED_LEFT_20251120_182709_719699.jpg,train/episode_174_part2/images/road_img/ZED_LEFT_20251120_182709_719699.jpg,0.85
20251120_182709_969699,51.4125,0.1094,0.0026,0.13,7.4,51.35625,51.35625,51.975,51.58125,0.001094092,0.001094092,-0.010940919,-0.003282276,train/episode_174_part2/images/ZED_LEFT/ZED_LEFT_20251120_182709_969699.jpg,train/episode_174_part2/images/road_img/ZED_LEFT_20251120_182709_969699.jpg,0.85
20251120_182710_219699,51.4125,0.0491,-0.0136,-0.22,4.7,51.35625,51.46875,51.69375,51.6375,0.001094092,-0.001094092,-0.00547046,-0.004376368,train/episode_174_part2/images/ZED_LEFT/ZED_LEFT_20251120_182710_219699.jpg,train/episode_174_part2/images/road_img/ZED_LEFT_20251120_182710_219699.jpg,0.85
20251120_182710_469699,50.9625,0.0531,-0.0108,-0.46,5.2,51.075,51.13125,51.80625,51.24375,-0.002207506,-0.003311258,-0.016556291,-0.005518764,train/episode_174_part2/images/ZED_LEFT/ZED_LEFT_20251120_182710_469699.jpg,train/episode_174_part2/images/road_img/ZED_LEFT_20251120_182710_469699.jpg,0.85
