id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac
20251121_152714_159233,41.56875,0.0316,-0.0691,0.08,7.9,41.625,41.56875,42.01875,41.90625,-0.00135318,0,-0.01082544,-0.00811908,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152714_159233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152714_159233.jpg,0.8
20251121_152714_409233,41.9625,-0.0041,-0.0769,0.39,8.1,42.01875,42.01875,41.9625,41.7375,-0.001340483,-0.001340483,0,0.00536193,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152714_409233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152714_409233.jpg,0.8
20251121_152714_659233,41.7375,-0.0428,0.0003,0.1,9,41.56875,41.625,42.01875,42.13125,0.004043127,0.002695418,-0.006738544,-0.009433962,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152714_659233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152714_659233.jpg,0.8
20251121_152714_909233,41.7375,-0.0462,-0.0441,0.62,9.3,41.79375,41.85,41.9625,42.1875,-0.001347709,-0.002695418,-0.005390836,-0.010781671,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152714_909233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152714_909233.jpg,0.8
20251121_152715_159233,41.7375,-0.0384,0.0202,0.53,9.4,41.90625,41.85,42.13125,41.9625,-0.004043127,-0.002695418,-0.009433962,-0.005390836,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152715_159233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152715_159233.jpg,0.8
20251121_152715_409233,41.79375,0.0276,0.0018,0.41,9.4,41.9625,41.9625,41.9625,42.1875,-0.004037685,-0.004037685,-0.004037685,-0.009421265,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152715_409233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152715_409233.jpg,0.8
20251121_152715_659233,41.9625,-0.0295,-0.0342,1,9.7,41.85,42.075,42.01875,42.1875,0.002680965,-0.002680965,-0.001340483,-0.00536193,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152715_659233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152715_659233.jpg,0.8
20251121_152715_909233,41.85,-0.0375,-0.0324,0.81,9.8,41.79375,41.9625,41.90625,41.79375,0.001344086,-0.002688172,-0.001344086,0.001344086,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152715_909233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152715_909233.jpg,0.8
20251121_152716_159233,41.79375,-0.0382,-0.0363,0.84,10,41.56875,41.85,41.625,41.85,0.00538358,-0.001345895,0.004037685,-0.001345895,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152716_159233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152716_159233.jpg,0.8
20251121_152716_409233,41.68125,-0.0484,-0.0177,0.92,11.1,41.23125,41.4,41.45625,41.7375,0.010796221,0.006747638,0.005398111,-0.001349528,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152716_409233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152716_409233.jpg,0.8
20251121_152716_659233,41.625,0.0591,-0.0809,0.51,11.6,40.8375,41.0625,41.0625,41.175,0.018918919,0.013513514,0.013513514,0.010810811,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152716_659233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152716_659233.jpg,0.8
20251121_152716_909233,41.34375,0.0535,-0.073,0.94,12,40.55625,40.6125,40.3875,40.55625,0.019047619,0.017687075,0.023129252,0.019047619,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152716_909233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152716_909233.jpg,0.8
20251121_152717_159233,41.00625,-0.0666,-0.0705,1.27,12.2,39.99375,40.1625,40.10625,39.99375,0.024691358,0.020576132,0.021947874,0.024691358,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152717_159233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152717_159233.jpg,0.8
20251121_152717_409233,40.66875,-0.0485,-0.0359,0.66,11.7,39.15,39.375,39.375,39.375,0.037344398,0.031811895,0.031811895,0.031811895,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152717_409233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152717_409233.jpg,0.8
20251121_152717_659233,40.21875,0.0298,-0.0924,1.43,10.6,38.41875,38.475,38.8125,38.5875,0.044755245,0.043356643,0.034965035,0.040559441,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152717_659233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152717_659233.jpg,0.8
20251121_152717_909233,39.6,-0.0735,-0.0356,0.97,9.3,38.025,38.3625,38.025,37.85625,0.039772727,0.03125,0.039772727,0.044034091,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152717_909233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152717_909233.jpg,0.8
20251121_152718_159233,38.86875,-0.0432,-0.0731,1.27,8.8,36.95625,37.29375,37.18125,37.2375,0.049204052,0.040520984,0.04341534,0.041968162,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152718_159233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152718_159233.jpg,0.8
20251121_152718_409233,38.1375,-0.0329,-0.1063,1.04,8.9,36.50625,36.5625,36.5625,36,0.042772861,0.041297935,0.041297935,0.056047198,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152718_409233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152718_409233.jpg,0.8
20251121_152718_659233,37.74375,-0.0049,-0.121,0.66,11.8,35.60625,35.6625,35.6625,35.49375,0.056631893,0.05514158,0.05514158,0.059612519,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152718_659233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152718_659233.jpg,0.8
20251121_152718_909233,37.06875,-0.0492,-0.0596,1.18,12.3,35.04375,35.1,34.81875,35.325,0.054628225,0.053110774,0.060698027,0.047040971,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152718_909233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152718_909233.jpg,0.8
20251121_152719_159233,36.5625,0.0526,-0.0915,0.28,12.8,34.25625,34.36875,34.425,34.25625,0.063076923,0.06,0.058461538,0.063076923,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152719_159233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152719_159233.jpg,0.8
20251121_152719_409233,35.55,-0.0014,-0.0003,1.31,14.2,33.525,33.58125,33.525,33.4125,0.056962025,0.055379747,0.056962025,0.060126582,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152719_409233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152719_409233.jpg,0.8
20251121_152719_659233,35.4375,-0.0456,-0.1114,0.97,14.3,32.85,32.90625,33.075,33.075,0.073015873,0.071428571,0.066666667,0.066666667,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152719_659233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152719_659233.jpg,0.8
20251121_152719_909233,34.93125,-0.0685,-0.0864,1.28,14.8,32.0625,32.00625,32.0625,32.00625,0.082125604,0.08373591,0.082125604,0.08373591,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152719_909233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152719_909233.jpg,0.8
20251121_152720_159233,34.0875,0.0133,-0.0726,1.13,14.7,31.66875,31.95,32.34375,31.8375,0.070957096,0.062706271,0.051155116,0.066006601,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152720_159233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152720_159233.jpg,0.8
20251121_152720_409233,33.58125,-0.0345,-0.0981,1.15,14,31.1625,31.33125,31.55625,31.1625,0.072026801,0.067001675,0.060301508,0.072026801,train/episode_177_part3/images/ZED_LEFT/ZED_LEFT_20251121_152720_409233.jpg,train/episode_177_part3/images/road_img/ZED_LEFT_20251121_152720_409233.jpg,0.8
