id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac
20251120_164145_261306,23.34375,-0.0212,-0.0166,0.59,9.1,23.34375,23.34375,23.5125,23.5125,0,0,-0.007228916,-0.007228916,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164145_261306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164145_261306.jpg,0.8
20251120_164145_511306,23.34375,-0.0335,0.0074,0.36,9.3,23.2875,23.34375,23.45625,23.45625,0.002409639,0,-0.004819277,-0.004819277,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164145_511306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164145_511306.jpg,0.8
20251120_164145_761306,23.2875,-0.0144,0.0081,1.15,21.5,23.23125,23.4,23.45625,23.5125,0.002415459,-0.004830918,-0.007246377,-0.009661836,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164145_761306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164145_761306.jpg,0.8
20251120_164146_011306,23.2875,-0.0509,0.0211,2.93,32.9,23.0625,23.45625,23.2875,23.56875,0.009661836,-0.007246377,0,-0.012077295,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164146_011306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164146_011306.jpg,0.8
20251120_164146_261306,23.34375,-0.0725,0.0256,4.38,43.8,22.95,23.56875,23.11875,23.56875,0.01686747,-0.009638554,0.009638554,-0.009638554,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164146_261306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164146_261306.jpg,0.8
20251120_164146_511306,23.23125,-0.0645,0.0139,5.25,48.4,22.78125,23.5125,23.00625,23.625,0.01937046,-0.012106538,0.00968523,-0.016949153,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164146_511306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164146_511306.jpg,0.8
20251120_164146_761306,23.175,-0.0835,0.0231,6.3,47.5,22.89375,23.5125,23.175,23.68125,0.012135922,-0.014563107,0,-0.02184466,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164146_761306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164146_761306.jpg,0.8
20251120_164147_011306,23.175,-0.0637,0.0363,6.22,47.4,23.2875,23.90625,23.5125,23.85,-0.004854369,-0.031553398,-0.014563107,-0.029126214,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164147_011306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164147_011306.jpg,0.8
20251120_164147_261306,23.4,-0.0731,0.0305,6.17,47.4,23.7375,24.35625,23.85,24.4125,-0.014423077,-0.040865385,-0.019230769,-0.043269231,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164147_261306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164147_261306.jpg,0.8
20251120_164147_511306,23.625,-0.0754,0.0525,5.88,44.8,24.13125,24.75,24.4125,24.8625,-0.021428571,-0.047619048,-0.033333333,-0.052380952,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164147_511306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164147_511306.jpg,0.8
20251120_164147_761306,24.13125,-0.0939,0.0716,6.18,30,24.69375,25.2,24.80625,25.36875,-0.023310023,-0.044289044,-0.027972028,-0.051282051,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164147_761306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164147_761306.jpg,0.8
20251120_164148_011306,24.525,-0.1182,0.0663,5.89,7.9,25.36875,25.425,25.65,25.65,-0.03440367,-0.036697248,-0.04587156,-0.04587156,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164148_011306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164148_011306.jpg,0.8
20251120_164148_261306,24.8625,-0.0667,0.0729,4.2,-6.8,25.93125,25.70625,26.26875,25.93125,-0.042986425,-0.033936652,-0.056561086,-0.042986425,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164148_261306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164148_261306.jpg,0.8
20251120_164148_511306,25.14375,-0.0472,0.0777,2.71,-15.1,26.325,25.9875,26.49375,26.1,-0.046979866,-0.033557047,-0.053691275,-0.03803132,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164148_511306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164148_511306.jpg,0.8
20251120_164148_761306,25.5375,0,0.0678,0.44,-28.3,26.4375,25.7625,26.6625,25.93125,-0.035242291,-0.008810573,-0.044052863,-0.015418502,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164148_761306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164148_761306.jpg,0.8
20251120_164149_011306,25.9875,0.0428,0.0548,-2.42,-30.5,26.55,25.9875,26.775,25.9875,-0.021645022,0,-0.03030303,0,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164149_011306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164149_011306.jpg,0.8
20251120_164149_261306,26.15625,0.0167,0.0457,-2.61,-29.9,26.71875,25.9875,26.8875,26.15625,-0.021505376,0.006451613,-0.027956989,0,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164149_261306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164149_261306.jpg,0.8
20251120_164149_511306,26.1,0.0734,0.0001,-5.04,-25.6,26.775,26.26875,26.94375,26.38125,-0.025862069,-0.006465517,-0.032327586,-0.010775862,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164149_511306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164149_511306.jpg,0.8
20251120_164149_761306,26.2125,0.0819,0.0509,-5.85,-16.4,26.71875,26.2125,26.8875,26.38125,-0.019313305,0,-0.025751073,-0.006437768,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164149_761306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164149_761306.jpg,0.8
20251120_164150_011306,26.38125,0.0834,0.0308,-6.13,-9.1,26.55,26.2125,26.6625,26.325,-0.006396588,0.006396588,-0.010660981,0.002132196,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164150_011306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164150_011306.jpg,0.8
20251120_164150_261306,26.49375,0.0835,0.0265,-5.94,-5.6,26.38125,26.1,26.49375,26.15625,0.004246285,0.014861996,0,0.012738854,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164150_261306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164150_261306.jpg,0.8
20251120_164150_511306,26.4375,0.0562,0.0017,-4.18,-4.1,26.26875,26.1,26.38125,26.15625,0.006382979,0.012765957,0.00212766,0.010638298,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164150_511306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164150_511306.jpg,0.8
20251120_164150_761306,26.38125,0.0269,-0.0043,-2.98,-3.6,26.04375,25.93125,26.15625,25.93125,0.012793177,0.017057569,0.008528785,0.017057569,train/episode_31/images/ZED_LEFT/ZED_LEFT_20251120_164150_761306.jpg,train/episode_31/images/road_img/ZED_LEFT_20251120_164150_761306.jpg,0.8
