id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac
20260322_152128_087483,32.85,0.0041,-0.0423,-2.4,-1.9,32.90625,32.7375,32.85,32.625,-0.001712329,0.003424658,0,0.006849315,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152128_087483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152128_087483.jpg,0.45
20260322_152128_337483,32.5125,0.001,-0.0436,-2.37,-1.8,32.625,32.34375,32.5125,32.23125,-0.003460208,0.005190311,0,0.008650519,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152128_337483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152128_337483.jpg,0.45
20260322_152128_587483,32.23125,-0.0076,-0.0481,-2.35,-2,32.23125,32.00625,32.34375,32.00625,0,0.006980803,-0.003490401,0.006980803,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152128_587483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152128_587483.jpg,0.45
20260322_152128_837483,32.0625,-0.0047,-0.0053,-2.34,-2.2,32.11875,31.89375,32.34375,32.00625,-0.001754386,0.005263158,-0.00877193,0.001754386,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152128_837483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152128_837483.jpg,0.45
20260322_152129_087483,32.00625,-0.0046,0.0151,-2.42,-2.6,32.11875,31.89375,32.175,31.89375,-0.003514938,0.003514938,-0.005272408,0.003514938,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152129_087483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152129_087483.jpg,0.45
20260322_152129_337483,32.00625,-0.0241,-0.0187,-2.49,-2.6,31.6125,31.5,32.00625,31.725,0.012302285,0.015817223,0,0.008787346,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152129_337483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152129_337483.jpg,0.45
20260322_152129_587483,31.725,-0.0303,-0.023,-2.34,-2.8,31.78125,31.55625,32.00625,31.725,-0.00177305,0.005319149,-0.008865248,0,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152129_587483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152129_587483.jpg,0.45
20260322_152129_837483,31.66875,0.0131,-0.0272,-2.45,-2,31.725,31.55625,31.725,31.44375,-0.001776199,0.003552398,-0.001776199,0.007104796,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152129_837483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152129_837483.jpg,0.45
20260322_152130_087483,31.5,-0.0143,0.0044,-2.47,-2.9,31.55625,31.33125,31.725,31.44375,-0.001785714,0.005357143,-0.007142857,0.001785714,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_087483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_087483.jpg,0.45
20260322_152130_337483,31.3875,-0.0054,-0.0029,-2.53,-3,31.44375,31.275,31.55625,31.21875,-0.001792115,0.003584229,-0.005376344,0.005376344,train/episode_11__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152130_337483.jpg,train/episode_11__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152130_337483.jpg,0.45
