id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac,img,dyn,decision,feature
20260322_152335_364933,39.15,-0.0258,-0.0013,-0.04,9.2,39.2625,39.15,39.2625,39.2625,-0.002873563,0.0,-0.002873563,-0.002873563,train/episode_5__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152335_364933.jpg,train/episode_5__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152335_364933.jpg,0.35,0.319998,nan,0.319998,nan
20260322_152335_364933,39.1078125,-0.0295,0.00215,0.05999999999999999,9.325,39.1921875,39.1359375,39.3046875,39.3046875,-0.00215517225,-0.00072150075,-0.00504117525,-0.00504117525,train/episode_5__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152335_364933.jpg,train/episode_5__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152335_364933.jpg,0.35,0.319998,nan,0.319998,nan
20260322_152335_364933,39.065625,-0.0332,0.0056,0.15999999999999998,9.45,39.121875,39.121875,39.346875,39.346875,-0.0014367815,-0.0014430015,-0.0072087875,-0.0072087875,train/episode_5__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152335_364933.jpg,train/episode_5__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152335_364933.jpg,0.35,0.319998,nan,0.319998,nan
20260322_152335_364933,39.0234375,-0.0369,0.009049999999999999,0.26,9.575,39.0515625,39.1078125,39.3890625,39.3890625,-0.0007183907499999998,-0.0021645022500000003,-0.00937639975,-0.00937639975,train/episode_5__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152335_364933.jpg,train/episode_5__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152335_364933.jpg,0.35,0.319998,0.283868,0.313730,0.292761
20260322_152335_614933,38.98125,-0.0406,0.0125,0.36,9.7,38.98125,39.09375,39.43125,39.43125,0.0,-0.002886003,-0.011544012,-0.011544012,train/episode_5__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152335_614933.jpg,train/episode_5__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152335_614933.jpg,0.35,0.286825,0.289449,0.306114,0.298125
20260322_152335_614933,38.995312500000004,-0.03495,-0.0012499999999999976,0.38999999999999996,10.225,38.98125,39.1078125,39.3609375,39.346875,0.0003602304999999999,-0.00288496325,-0.00937847,-0.0090182395,train/episode_5__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152335_614933.jpg,train/episode_5__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152335_614933.jpg,0.35,0.286825,0.298612,0.302357,0.303135
20260322_152335_614933,39.009375000000006,-0.029299999999999993,-0.01500000000000001,0.42,10.75,38.98125,39.121875,39.290625,39.262499999999996,0.0007204610000000003,-0.0028839234999999998,-0.007212927999999999,-0.006492466999999998,train/episode_5__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152335_614933.jpg,train/episode_5__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152335_614933.jpg,0.35,0.286825,0.318435,0.302985,0.306885
20260322_152335_614933,39.0234375,-0.023649999999999997,-0.028750000000000008,0.45,11.275,38.98125,39.1359375,39.2203125,39.178125,0.0010806915000000001,-0.00288288375,-0.005047385999999999,-0.0039666944999999995,train/episode_5__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152335_614933.jpg,train/episode_5__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152335_614933.jpg,0.35,0.286825,0.340138,0.306611,0.307462
20260322_152335_864933,39.0375,-0.018,-0.0425,0.48,11.8,38.98125,39.15,39.15,39.09375,0.001440922,-0.002881844,-0.002881844,-0.001440922,train/episode_5__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152335_864933.jpg,train/episode_5__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152335_864933.jpg,0.35,0.289092,0.359563,0.311811,0.315330
20260322_152335_864933,39.0234375,-0.0015499999999999993,-0.0356,0.44999999999999996,11.875,38.939062500000006,39.1359375,39.09375,39.121875,0.0021629425,-0.00288288375,-0.0018006327500000002,-0.002523693,train/episode_5__pi05_annotations_snow_clean/images/ZED_LEFT/ZED_LEFT_20260322_152335_864933.jpg,train/episode_5__pi05_annotations_snow_clean/images/road_img/ZED_LEFT_20260322_152335_864933.jpg,0.35,0.289092,0.333801,0.311411,0.310134
