id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac
20251122_134459_700648,29.7,0.0761,0.0234,0.03,13.2,29.64375,29.7,30.20625,30.20625,0.001893939,0,-0.017045455,-0.017045455,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134459_700648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134459_700648.jpg,0.6
20251122_134459_950648,30.375,-0.0434,0.032,-0.58,7.7,30.4875,30.375,30.4875,30.375,-0.003703704,0,-0.003703704,0,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134459_950648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134459_950648.jpg,0.6
20251122_134500_200648,30.31875,-0.0981,0.0646,0.72,9.2,30.31875,30.20625,30.375,30.4875,0,0.003710575,-0.001855288,-0.005565863,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134500_200648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134500_200648.jpg,0.6
20251122_134500_450648,30.0375,-0.0952,0.0359,0.5,8.3,29.98125,30.15,30.6,30.375,0.001872659,-0.003745318,-0.018726592,-0.011235955,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134500_450648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134500_450648.jpg,0.6
20251122_134500_700648,30.375,0.0195,0.0069,0.17,8.3,30.7125,30.76875,30.88125,30.76875,-0.011111111,-0.012962963,-0.016666667,-0.012962963,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134500_700648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134500_700648.jpg,0.6
20251122_134500_950648,30.7125,0.0123,0.0285,0.4,8.2,30.825,30.825,31.05,30.7125,-0.003663004,-0.003663004,-0.010989011,0,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134500_950648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134500_950648.jpg,0.6
20251122_134501_200648,30.6,-0.0441,0.0591,0.14,6.7,30.65625,30.54375,30.7125,30.88125,-0.001838235,0.001838235,-0.003676471,-0.009191176,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134501_200648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134501_200648.jpg,0.6
20251122_134501_450648,30.6,0.0569,0.0267,0.53,6.1,30.76875,30.76875,31.05,30.88125,-0.005514706,-0.005514706,-0.014705882,-0.009191176,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134501_450648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134501_450648.jpg,0.6
20251122_134501_700648,30.76875,0.0013,0.0306,-0.21,6.2,30.825,30.7125,30.99375,30.88125,-0.001828154,0.001828154,-0.007312614,-0.003656307,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134501_700648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134501_700648.jpg,0.6
20251122_134501_950648,30.76875,0.0087,0.033,0,6.3,30.76875,30.825,31.05,30.99375,0,-0.001828154,-0.009140768,-0.007312614,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134501_950648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134501_950648.jpg,0.6
20251122_134502_200648,30.76875,0.0088,0.0303,0.28,6.3,30.76875,30.825,31.05,30.9375,0,-0.001828154,-0.009140768,-0.005484461,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134502_200648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134502_200648.jpg,0.6
20251122_134502_450648,30.76875,0.007,0.0382,0.13,6.6,30.825,30.76875,31.05,30.99375,-0.001828154,0,-0.009140768,-0.007312614,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134502_450648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134502_450648.jpg,0.6
20251122_134502_700648,30.99375,-0.0107,-0.0947,0.1,7.6,31.10625,30.31875,30.99375,30.88125,-0.003629764,0.021778584,0,0.003629764,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134502_700648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134502_700648.jpg,0.6
20251122_134502_950648,30.825,0.036,0.0473,0.46,7.9,30.825,30.88125,31.89375,31.6125,0,-0.001824818,-0.034671533,-0.025547445,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134502_950648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134502_950648.jpg,0.6
20251122_134503_200648,30.825,0.0466,0.0283,0.01,7.9,30.88125,30.76875,31.05,31.21875,-0.001824818,0.001824818,-0.00729927,-0.012773723,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134503_200648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134503_200648.jpg,0.6
20251122_134503_450648,30.9375,-0.0252,0.0322,0.39,7.9,30.99375,30.99375,31.275,31.1625,-0.001818182,-0.001818182,-0.010909091,-0.007272727,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134503_450648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134503_450648.jpg,0.6
20251122_134503_700648,31.10625,-0.002,0.0403,0.47,8.9,31.1625,31.1625,31.44375,31.3875,-0.001808318,-0.001808318,-0.01084991,-0.009041591,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134503_700648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134503_700648.jpg,0.6
20251122_134503_950648,31.3875,-0.0189,0.0481,0.54,8.5,31.5,31.44375,31.725,31.66875,-0.003584229,-0.001792115,-0.010752688,-0.008960573,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134503_950648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134503_950648.jpg,0.6
20251122_134504_200648,31.6125,-0.0124,0.0452,0.48,7.8,31.6125,31.66875,31.95,31.89375,0,-0.001779359,-0.010676157,-0.008896797,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134504_200648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134504_200648.jpg,0.6
20251122_134504_450648,31.8375,-0.0154,0.0448,0.34,6.7,31.95,31.95,32.23125,32.0625,-0.003533569,-0.003533569,-0.012367491,-0.007067138,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134504_450648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134504_450648.jpg,0.6
20251122_134504_700648,32.00625,-0.0286,0.035,0.05,6.4,32.11875,32.11875,32.4,32.4,-0.003514938,-0.003514938,-0.012302285,-0.012302285,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134504_700648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134504_700648.jpg,0.6
20251122_134504_950648,32.175,-0.0206,0.0344,0.27,7.6,32.34375,32.4,32.68125,32.56875,-0.005244755,-0.006993007,-0.015734266,-0.012237762,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134504_950648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134504_950648.jpg,0.6
20251122_134505_200648,32.4,-0.0212,0.0174,0.44,8,32.4,32.45625,32.68125,32.56875,0,-0.001736111,-0.008680556,-0.005208333,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134505_200648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134505_200648.jpg,0.6
20251122_134505_450648,32.34375,-0.0203,-0.0025,0.42,7.9,32.2875,32.2875,32.5125,32.4,0.00173913,0.00173913,-0.005217391,-0.00173913,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134505_450648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134505_450648.jpg,0.6
20251122_134505_700648,32.23125,-0.0048,-0.0024,0.45,7.8,32.11875,32.11875,32.34375,32.2875,0.003490401,0.003490401,-0.003490401,-0.001745201,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134505_700648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134505_700648.jpg,0.6
20251122_134505_950648,32.11875,-0.0036,0.0082,0.31,7.8,32.0625,32.0625,32.34375,32.34375,0.001751313,0.001751313,-0.007005254,-0.007005254,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134505_950648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134505_950648.jpg,0.6
20251122_134506_200648,32.11875,-0.0091,0.013,0.37,7.5,32.175,32.23125,32.45625,32.4,-0.001751313,-0.003502627,-0.010507881,-0.008756567,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134506_200648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134506_200648.jpg,0.6
20251122_134506_450648,32.175,-0.0118,0.0215,0.29,7.3,32.34375,32.34375,32.5125,32.5125,-0.005244755,-0.005244755,-0.01048951,-0.01048951,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134506_450648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134506_450648.jpg,0.6
20251122_134506_700648,32.34375,-0.0194,0.0218,0.04,7.3,32.45625,32.45625,32.625,32.625,-0.003478261,-0.003478261,-0.008695652,-0.008695652,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134506_700648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134506_700648.jpg,0.6
20251122_134506_950648,32.45625,-0.0136,0.0392,0.45,7.3,32.5125,32.56875,32.79375,32.79375,-0.001733102,-0.003466205,-0.010398614,-0.010398614,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134506_950648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134506_950648.jpg,0.6
20251122_134507_200648,32.56875,-0.0091,0.0365,0.28,7.3,32.68125,32.7375,32.90625,32.90625,-0.003454231,-0.005181347,-0.010362694,-0.010362694,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134507_200648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134507_200648.jpg,0.6
20251122_134507_450648,32.7375,-0.0162,0.0356,0.22,7.3,32.79375,32.79375,33.13125,33.01875,-0.001718213,-0.001718213,-0.012027491,-0.008591065,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134507_450648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134507_450648.jpg,0.6
20251122_134507_700648,32.85,-0.0111,0.0414,0.2,7.3,33.01875,33.01875,33.3,33.24375,-0.005136986,-0.005136986,-0.01369863,-0.011986301,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134507_700648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134507_700648.jpg,0.6
20251122_134507_950648,32.9625,-0.0122,0.0362,0.23,7.3,33.1875,33.13125,33.4125,33.24375,-0.006825939,-0.005119454,-0.013651877,-0.008532423,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134507_950648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134507_950648.jpg,0.6
20251122_134508_200648,33.075,-0.021,0.0196,0.29,7.4,33.24375,33.24375,33.46875,33.4125,-0.005102041,-0.005102041,-0.011904762,-0.010204082,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134508_200648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134508_200648.jpg,0.6
20251122_134508_450648,33.1875,-0.021,0.0203,0.29,7.5,33.1875,33.24375,33.4125,33.4125,0,-0.001694915,-0.006779661,-0.006779661,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134508_450648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134508_450648.jpg,0.6
20251122_134508_700648,33.1875,-0.0205,0.0192,0.22,7.5,33.1875,33.1875,33.46875,33.35625,0,0,-0.008474576,-0.005084746,train/episode_156_part1/images/ZED_LEFT/ZED_LEFT_20251122_134508_700648.jpg,train/episode_156_part1/images/road_img/ZED_LEFT_20251122_134508_700648.jpg,0.6
