id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac
20251121_122924_059066,22.05,-0.0017,0.4738,0.17,4.2,22.10625,22.1625,22.725,22.8375,-0.00255102,-0.005102041,-0.030612245,-0.035714286,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122924_059066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122924_059066.jpg,0.8
20251121_122924_309066,25.14375,-0.0033,0.4726,0.15,3.8,25.25625,25.2,25.93125,25.875,-0.004474273,-0.002237136,-0.031319911,-0.029082774,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122924_309066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122924_309066.jpg,0.8
20251121_122924_559066,28.125,0.0185,0.475,0.15,3.7,29.7,29.75625,30.4875,30.4875,-0.056,-0.058,-0.084,-0.084,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122924_559066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122924_559066.jpg,0.8
20251121_122924_809066,30.76875,-0.0163,0.4237,0.15,3.8,32.34375,32.34375,33.13125,33.075,-0.0511883,-0.0511883,-0.07678245,-0.074954296,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122924_809066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122924_809066.jpg,0.8
20251121_122925_059066,33.58125,-0.0174,0.3942,0.15,3.7,35.775,35.8875,36.16875,36.05625,-0.065326633,-0.068676717,-0.077051926,-0.073701843,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122925_059066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122925_059066.jpg,0.8
20251121_122925_309066,35.775,-0.0042,0.2027,-0.02,3.6,36.28125,36.28125,36.45,36.3375,-0.014150943,-0.014150943,-0.018867925,-0.01572327,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122925_309066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122925_309066.jpg,0.8
20251121_122925_559066,36.28125,-0.0052,0.0741,-0.5,3.9,36.16875,36,36.3375,36.225,0.003100775,0.007751938,-0.001550388,0.001550388,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122925_559066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122925_559066.jpg,0.8
20251121_122925_809066,36.225,-0.0043,-0.0217,-0.59,5.6,36.1125,35.94375,36.45,36.225,0.00310559,0.007763975,-0.00621118,0,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122925_809066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122925_809066.jpg,0.8
20251121_122926_059066,36.3375,0.0377,0.0486,-0.75,7.7,35.775,35.83125,36.28125,36.225,0.015479876,0.013931889,0.001547988,0.003095975,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122926_059066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122926_059066.jpg,0.8
20251121_122926_309066,35.8875,-0.0342,0.049,-0.56,6.6,36,36,35.6625,35.775,-0.003134796,-0.003134796,0.006269592,0.003134796,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122926_309066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122926_309066.jpg,0.8
20251121_122926_559066,35.83125,0.0297,0.0167,0.79,6.7,35.775,35.83125,36.3375,36.28125,0.001569859,0,-0.014128728,-0.01255887,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122926_559066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122926_559066.jpg,0.8
20251121_122926_809066,35.94375,-0.0096,-0.1011,0.08,8.1,36.61875,36.61875,37.0125,37.06875,-0.018779343,-0.018779343,-0.029733959,-0.031298905,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122926_809066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122926_809066.jpg,0.8
20251121_122927_059066,35.6625,-0.0025,0.0138,0.01,8.7,37.63125,37.8,38.19375,38.1375,-0.055205047,-0.059936909,-0.070977918,-0.069400631,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122927_059066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122927_059066.jpg,0.8
20251121_122927_309066,36.1125,0.0098,0.1096,0.12,8.7,38.475,38.5875,38.925,38.86875,-0.065420561,-0.068535826,-0.07788162,-0.076323988,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122927_309066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122927_309066.jpg,0.8
20251121_122927_559066,36.84375,-0.0199,0.1134,0.57,9.3,39.2625,39.43125,39.54375,39.54375,-0.065648855,-0.070229008,-0.073282443,-0.073282443,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122927_559066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122927_559066.jpg,0.8
20251121_122927_809066,37.63125,-0.0059,0.1331,0.67,13.5,36.7875,37.06875,37.6875,37.85625,0.022421525,0.014947683,-0.001494768,-0.005979073,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122927_809066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122927_809066.jpg,0.8
20251121_122928_059066,38.475,-0.0212,0.1334,0.74,13.5,29.86875,29.925,29.53125,29.64375,0.223684211,0.222222222,0.23245614,0.229532164,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122928_059066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122928_059066.jpg,0.8
20251121_122928_309066,39.2625,-0.0242,0.1214,0.72,14.4,22.78125,22.8375,22.66875,22.8375,0.419770774,0.418338109,0.422636103,0.418338109,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122928_309066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122928_309066.jpg,0.8
20251121_122928_559066,38.25,-0.023,-0.0119,0.63,13.2,13.725,13.6125,13.6125,13.78125,0.641176471,0.644117647,0.644117647,0.639705882,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122928_559066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122928_559066.jpg,0.8
20251121_122928_809066,35.2125,-0.0499,-0.6239,1.42,13.7,5.9625,5.90625,5.9625,6.13125,0.830670927,0.832268371,0.830670927,0.825878594,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122928_809066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122928_809066.jpg,0.8
20251121_122929_059066,29.925,-0.02,-0.8579,0.98,12.8,0.95625,1.0125,0.9,1.06875,0.968045113,0.966165414,0.969924812,0.964285714,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122929_059066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122929_059066.jpg,0.8
20251121_122929_309066,22.8375,0.0424,-0.9697,0.95,15.6,0,0,0,0,1,1,1,1,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122929_309066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122929_309066.jpg,0.8
20251121_122929_559066,16.65,-0.0382,-0.9797,0.84,14.7,0,0,0,0,1,1,1,1,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122929_559066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122929_559066.jpg,0.8
20251121_122929_809066,10.51875,0.0083,-0.9919,0.46,14.8,0,0,0,0,1,1,1,1,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122929_809066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122929_809066.jpg,0.8
20251121_122930_059066,3.825,-0.0047,-0.9738,0.44,14.7,0,0,0,0,1,1,1,1,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122930_059066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122930_059066.jpg,0.8
20251121_122930_309066,1.0125,-0.0137,-0.6666,0.33,14.7,0,0,0,0,1,1,1,1,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122930_309066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122930_309066.jpg,0.8
20251121_122930_559066,0,-0.0272,0.2501,0.29,14.7,0,0,0,0,0,0,0,0,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122930_559066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122930_559066.jpg,0.8
20251121_122930_809066,0,0.0008,-0.1245,0.42,14.7,0,0,0,0,0,0,0,0,train/episode_8/images/ZED_LEFT/ZED_LEFT_20251121_122930_809066.jpg,train/episode_8/images/road_img/ZED_LEFT_20251121_122930_809066.jpg,0.8
