id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac,img,dyn,decision,feature
20251121_122122_572194,32.7375,-0.0422,0.1135,1.25,11.6,32.7375,32.85,33.1875,33.13125,0.0,-0.003436426,-0.013745704,-0.012027491,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122122_572194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122122_572194.jpg,0.8,0.825697,nan,0.825697,nan
20251121_122122_572194,32.920312499999994,-0.044775,0.11905,1.2650000000000001,12.025,32.920312499999994,33.0328125,33.35625,33.328125,0.0,-0.00341765575,-0.0132504545,-0.01238196275,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122122_572194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122122_572194.jpg,0.8,0.825697,nan,0.825697,nan
20251121_122122_572194,33.103125,-0.04735,0.12459999999999999,1.28,12.45,33.103125,33.215625,33.525,33.525000000000006,0.0,-0.0033988854999999997,-0.012755204999999999,-0.0127364345,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122122_572194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122122_572194.jpg,0.8,0.825697,nan,0.825697,nan
20251121_122122_572194,33.2859375,-0.049925,0.13015,1.2950000000000002,12.875,33.2859375,33.3984375,33.69375,33.721875000000004,0.0,-0.00338011525,-0.0122599555,-0.01309090625,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122122_572194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122122_572194.jpg,0.8,0.825697,0.746659,0.812594,0.831932
20251121_122122_822194,33.46875,-0.0525,0.1357,1.31,13.3,33.46875,33.58125,33.8625,33.91875,0.0,-0.003361345,-0.011764706,-0.013445378,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122122_822194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122122_822194.jpg,0.8,0.815971,0.749328,0.803264,0.823759
20251121_122122_822194,33.609375,-0.047025,0.11165,1.3775,12.875,33.5953125,33.707812499999996,33.974999999999994,34.0171875,0.00041322324999999987,-0.002934232,-0.01088964525,-0.012150149249999999,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122122_822194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122122_822194.jpg,0.8,0.815971,0.747353,0.797104,0.823354
20251121_122122_822194,33.75,-0.04155,0.08759999999999998,1.445,12.45,33.721875000000004,33.834375,34.0875,34.115625,0.0008264465000000002,-0.0025071189999999995,-0.0100145845,-0.010854920499999999,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122122_822194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122122_822194.jpg,0.8,0.815971,0.736161,0.792035,0.821265
20251121_122122_822194,33.890625,-0.036074999999999996,0.06355,1.5125000000000002,12.025,33.8484375,33.9609375,34.2,34.214062500000004,0.00123966975,-0.0020800059999999997,-0.00913952375,-0.009559691749999998,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122122_822194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122122_822194.jpg,0.8,0.815971,0.703202,0.787117,0.816947
20251121_122123_072194,34.03125,-0.0306,0.0395,1.58,11.6,33.975,34.0875,34.3125,34.3125,0.001652893,-0.001652893,-0.008264463,-0.008264463,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122123_072194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122123_072194.jpg,0.8,0.780876,0.641078,0.774356,0.818370
20251121_122123_072194,34.0171875,-0.026975,0.02605,1.4325,11.575,33.946875,34.0453125,34.284375,34.2703125,0.00206748425,-0.0008257624999999999,-0.0078539765,-0.007440069,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122123_072194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122123_072194.jpg,0.8,0.780876,0.612581,0.766512,0.822288
20251121_122123_072194,34.003125,-0.02335,0.0126,1.2850000000000001,11.55,33.91875,34.003125,34.25625,34.228125,0.0024820755,1.3680000000000723e-06,-0.00744349,-0.006615675,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122123_072194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122123_072194.jpg,0.8,0.780876,0.629636,0.762001,0.825496
20251121_122123_072194,33.9890625,-0.019724999999999996,-0.0008500000000000174,1.1374999999999997,11.525,33.890625,33.9609375,34.228125,34.185937499999994,0.0028966667500000005,0.000828498500000001,-0.007033003499999999,-0.005791280999999999,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122123_072194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122123_072194.jpg,0.8,0.780876,0.661062,0.759726,0.828203
