id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac
20251121_122122_572194,32.7375,-0.0422,0.1135,1.25,11.6,32.7375,32.85,33.1875,33.13125,0,-0.003436426,-0.013745704,-0.012027491,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122122_572194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122122_572194.jpg,0.8
20251121_122122_822194,33.46875,-0.0525,0.1357,1.31,13.3,33.46875,33.58125,33.8625,33.91875,0,-0.003361345,-0.011764706,-0.013445378,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122122_822194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122122_822194.jpg,0.8
20251121_122123_072194,34.03125,-0.0306,0.0395,1.58,11.6,33.975,34.0875,34.3125,34.3125,0.001652893,-0.001652893,-0.008264463,-0.008264463,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122123_072194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122123_072194.jpg,0.8
20251121_122123_322194,33.975,-0.0161,-0.0143,0.99,11.5,33.8625,33.91875,34.2,34.14375,0.003311258,0.001655629,-0.006622517,-0.004966887,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122123_322194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122123_322194.jpg,0.8
20251121_122123_572194,33.91875,-0.0375,0.0485,1.07,9.7,34.2,34.25625,34.425,34.425,-0.008291874,-0.009950249,-0.014925373,-0.014925373,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122123_572194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122123_572194.jpg,0.8
20251121_122123_822194,34.14375,-0.0278,0.0538,0.76,8.4,34.36875,34.425,34.70625,34.65,-0.006589786,-0.008237232,-0.016474465,-0.014827018,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122123_822194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122123_822194.jpg,0.8
20251121_122124_072194,34.3125,0.0052,0.032,0.31,6.9,34.7625,34.93125,35.15625,35.1,-0.013114754,-0.018032787,-0.024590164,-0.02295082,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122124_072194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122124_072194.jpg,0.8
20251121_122124_322194,34.70625,-0.029,0.0422,0.42,4.9,34.9875,34.81875,34.81875,34.9875,-0.008103728,-0.003241491,-0.003241491,-0.008103728,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122124_322194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122124_322194.jpg,0.8
20251121_122124_572194,35.15625,-0.0147,0.0331,-0.19,6.1,35.15625,35.2125,35.94375,35.55,0,-0.0016,-0.0224,-0.0112,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122124_572194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122124_572194.jpg,0.8
20251121_122124_822194,34.93125,0.0261,-0.0491,-0.25,7.2,35.8875,35.83125,36.16875,36.05625,-0.027375201,-0.025764895,-0.035426731,-0.032206119,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122124_822194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122124_822194.jpg,0.8
20251121_122125_072194,35.1,-0.0511,0.0008,-0.49,9.8,36.1125,36.28125,36.5625,36.5625,-0.028846154,-0.033653846,-0.041666667,-0.041666667,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122125_072194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122125_072194.jpg,0.8
20251121_122125_322194,35.71875,-0.017,0.1088,0.1,10.6,36.5625,36.73125,37.0125,36.95625,-0.023622047,-0.028346457,-0.036220472,-0.034645669,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122125_322194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122125_322194.jpg,0.8
20251121_122125_572194,35.8875,-0.0029,0.0787,0.41,11.1,37.0125,37.18125,37.4625,37.51875,-0.031347962,-0.036050157,-0.043887147,-0.045454545,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122125_572194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122125_572194.jpg,0.8
20251121_122125_822194,36.3375,-0.0183,0.0624,0.9,10.9,37.51875,37.575,37.85625,37.9125,-0.03250774,-0.034055728,-0.041795666,-0.043343653,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122125_822194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122125_822194.jpg,0.8
20251121_122126_072194,36.73125,-0.0412,0.0515,0.96,6.8,37.85625,37.9125,38.08125,37.96875,-0.030627871,-0.032159265,-0.036753446,-0.033690658,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122126_072194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122126_072194.jpg,0.8
20251121_122126_322194,37.06875,-0.0136,0.0743,1.1,5.9,37.6875,37.74375,37.85625,37.6875,-0.016691958,-0.018209408,-0.02124431,-0.016691958,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122126_322194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122126_322194.jpg,0.8
20251121_122126_572194,37.51875,-0.0141,0.0597,1.17,43.8,35.8875,36.50625,36.16875,36.3375,0.043478261,0.026986507,0.035982009,0.031484258,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122126_572194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122126_572194.jpg,0.8
20251121_122126_822194,37.85625,-0.0244,0.0314,0.69,109.6,33.525,35.71875,33.58125,35.38125,0.114413076,0.056463596,0.112927192,0.0653789,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122126_822194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122126_822194.jpg,0.8
20251121_122127_072194,37.8,0.0231,-0.0178,-0.25,117.1,28.4625,30.65625,28.74375,31.10625,0.24702381,0.188988095,0.239583333,0.177083333,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122127_072194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122127_072194.jpg,0.8
20251121_122127_322194,37.4625,-0.0118,-0.0714,-0.11,115.5,23.0625,25.3125,23.7375,25.65,0.384384384,0.324324324,0.366366366,0.315315315,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122127_322194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122127_322194.jpg,0.8
20251121_122127_572194,36.225,0.0099,-0.1729,1,115.6,15.80625,16.9875,16.0875,17.38125,0.563664596,0.531055901,0.555900621,0.520186335,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122127_572194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122127_572194.jpg,0.8
20251121_122127_822194,34.65,-0.3853,-0.3264,19.91,116.7,10.9125,11.75625,10.96875,11.75625,0.685064935,0.660714286,0.683441558,0.660714286,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122127_822194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122127_822194.jpg,0.8
20251121_122128_072194,31.6125,-0.4903,-0.3983,23.12,117.3,4.78125,5.0625,4.78125,5.175,0.848754448,0.839857651,0.848754448,0.836298932,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122128_072194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122128_072194.jpg,0.8
20251121_122128_322194,26.8875,-0.3335,-0.5872,20.64,118.6,0.84375,1.0125,0.95625,0.9,0.968619247,0.962343096,0.964435146,0.966527197,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122128_322194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122128_322194.jpg,0.8
20251121_122128_572194,21.65625,-0.2402,-0.8545,16.99,115.8,0,0,0,0,1,1,1,1,train/episode_6/images/ZED_LEFT/ZED_LEFT_20251121_122128_572194.jpg,train/episode_6/images/road_img/ZED_LEFT_20251121_122128_572194.jpg,0.8
