id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac
20251121_150422_918385,10.96875,-0.0543,-0.0337,9.47,120.9,10.51875,11.3625,10.40625,11.30625,0.041025641,-0.035897436,0.051282051,-0.030769231,train/episode_36_part2__dup2/images/ZED_LEFT/ZED_LEFT_20251121_150422_918385.jpg,train/episode_36_part2__dup2/images/road_img/ZED_LEFT_20251121_150422_918385.jpg,0.7
20251121_150423_168385,10.6875,-0.032,-0.0285,6.77,89.3,10.35,10.96875,10.35,10.96875,0.031578947,-0.026315789,0.031578947,-0.026315789,train/episode_36_part2__dup2/images/ZED_LEFT/ZED_LEFT_20251121_150423_168385.jpg,train/episode_36_part2__dup2/images/road_img/ZED_LEFT_20251121_150423_168385.jpg,0.7
20251121_150423_418385,10.40625,-0.0253,-0.0273,4.34,66.8,10.125,10.575,10.18125,10.575,0.027027027,-0.016216216,0.021621622,-0.016216216,train/episode_36_part2__dup2/images/ZED_LEFT/ZED_LEFT_20251121_150423_418385.jpg,train/episode_36_part2__dup2/images/road_img/ZED_LEFT_20251121_150423_418385.jpg,0.7
20251121_150423_668385,10.06875,-0.0282,-0.0384,3.35,53.8,9.84375,10.18125,9.9,10.18125,0.022346369,-0.011173184,0.016759777,-0.011173184,train/episode_36_part2__dup2/images/ZED_LEFT/ZED_LEFT_20251121_150423_668385.jpg,train/episode_36_part2__dup2/images/road_img/ZED_LEFT_20251121_150423_668385.jpg,0.7
20251121_150423_918385,9.50625,-0.0217,-0.066,2.99,44.7,9.3375,9.61875,9.3375,9.5625,0.017751479,-0.01183432,0.017751479,-0.00591716,train/episode_36_part2__dup2/images/ZED_LEFT/ZED_LEFT_20251121_150423_918385.jpg,train/episode_36_part2__dup2/images/road_img/ZED_LEFT_20251121_150423_918385.jpg,0.7
20251121_150424_168385,8.775,-0.0135,-0.0644,1.62,38.6,9,9.225,9,9.225,-0.025641026,-0.051282051,-0.025641026,-0.051282051,train/episode_36_part2__dup2/images/ZED_LEFT/ZED_LEFT_20251121_150424_168385.jpg,train/episode_36_part2__dup2/images/road_img/ZED_LEFT_20251121_150424_168385.jpg,0.7
20251121_150424_418385,8.38125,-0.0101,-0.0545,1.15,27.5,8.49375,8.60625,8.55,8.6625,-0.013422819,-0.026845638,-0.020134228,-0.033557047,train/episode_36_part2__dup2/images/ZED_LEFT/ZED_LEFT_20251121_150424_418385.jpg,train/episode_36_part2__dup2/images/road_img/ZED_LEFT_20251121_150424_418385.jpg,0.7
20251121_150424_668385,7.93125,-0.0104,-0.0279,0.44,13.6,8.04375,8.1,8.1,8.15625,-0.014184397,-0.021276596,-0.021276596,-0.028368794,train/episode_36_part2__dup2/images/ZED_LEFT/ZED_LEFT_20251121_150424_668385.jpg,train/episode_36_part2__dup2/images/road_img/ZED_LEFT_20251121_150424_668385.jpg,0.7
20251121_150424_918385,7.81875,-0.0089,-0.0112,0.45,11.5,7.81875,7.81875,7.875,7.875,0,0,-0.007194245,-0.007194245,train/episode_36_part2__dup2/images/ZED_LEFT/ZED_LEFT_20251121_150424_918385.jpg,train/episode_36_part2__dup2/images/road_img/ZED_LEFT_20251121_150424_918385.jpg,0.7
20251121_150425_168385,7.65,-0.0101,-0.0107,0.32,11.6,7.7625,7.7625,7.7625,7.7625,-0.014705882,-0.014705882,-0.014705882,-0.014705882,train/episode_36_part2__dup2/images/ZED_LEFT/ZED_LEFT_20251121_150425_168385.jpg,train/episode_36_part2__dup2/images/road_img/ZED_LEFT_20251121_150425_168385.jpg,0.7
20251121_150425_418385,7.425,-0.0123,-0.0304,0.34,9.1,7.65,7.65,7.65,7.65,-0.03030303,-0.03030303,-0.03030303,-0.03030303,train/episode_36_part2__dup2/images/ZED_LEFT/ZED_LEFT_20251121_150425_418385.jpg,train/episode_36_part2__dup2/images/road_img/ZED_LEFT_20251121_150425_418385.jpg,0.7
20251121_150425_668385,7.14375,-0.0077,-0.0404,0.24,8.9,7.36875,7.36875,7.425,7.425,-0.031496063,-0.031496063,-0.039370079,-0.039370079,train/episode_36_part2__dup2/images/ZED_LEFT/ZED_LEFT_20251121_150425_668385.jpg,train/episode_36_part2__dup2/images/road_img/ZED_LEFT_20251121_150425_668385.jpg,0.7
20251121_150425_918385,6.75,-0.0211,-0.0339,0.16,7.7,6.8625,6.91875,6.91875,6.91875,-0.016666667,-0.025,-0.025,-0.025,train/episode_36_part2__dup2/images/ZED_LEFT/ZED_LEFT_20251121_150425_918385.jpg,train/episode_36_part2__dup2/images/road_img/ZED_LEFT_20251121_150425_918385.jpg,0.7
20251121_150426_168385,6.525,-0.0123,-0.0318,0.27,8.5,6.6375,6.6375,6.6375,6.6375,-0.017241379,-0.017241379,-0.017241379,-0.017241379,train/episode_36_part2__dup2/images/ZED_LEFT/ZED_LEFT_20251121_150426_168385.jpg,train/episode_36_part2__dup2/images/road_img/ZED_LEFT_20251121_150426_168385.jpg,0.7
20251121_150426_418385,6.13125,-0.0152,-0.0369,0.26,8.3,6.3,6.3,6.35625,6.3,-0.027522936,-0.027522936,-0.036697248,-0.027522936,train/episode_36_part2__dup2/images/ZED_LEFT/ZED_LEFT_20251121_150426_418385.jpg,train/episode_36_part2__dup2/images/road_img/ZED_LEFT_20251121_150426_418385.jpg,0.7
20251121_150426_668385,5.90625,-0.005,-0.0218,0.33,8.3,6.075,6.13125,6.13125,6.13125,-0.028571429,-0.038095238,-0.038095238,-0.038095238,train/episode_36_part2__dup2/images/ZED_LEFT/ZED_LEFT_20251121_150426_668385.jpg,train/episode_36_part2__dup2/images/road_img/ZED_LEFT_20251121_150426_668385.jpg,0.7
