id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac
20251127_120310_793324,94.275,-0.0425,-0.0835,0.81,8.4,94.21875,94.21875,94.3875,94.3875,0.000596659,0.000596659,-0.001193317,-0.001193317,train/episode_34/images/ZED_LEFT/ZED_LEFT_20251127_120310_793324.jpg,train/episode_34/images/road_img/ZED_LEFT_20251127_120310_793324.jpg,0.8
20251127_120311_043324,93.31875,-0.0366,-0.1054,0.79,8.2,93.20625,93.31875,93.43125,93.31875,0.001205546,0,-0.001205546,0,train/episode_34/images/ZED_LEFT/ZED_LEFT_20251127_120311_043324.jpg,train/episode_34/images/road_img/ZED_LEFT_20251127_120311_043324.jpg,0.8
20251127_120311_293324,92.7,-0.0218,-0.0813,0.59,8,92.30625,92.41875,92.41875,92.3625,0.004247573,0.003033981,0.003033981,0.003640777,train/episode_34/images/ZED_LEFT/ZED_LEFT_20251127_120311_293324.jpg,train/episode_34/images/road_img/ZED_LEFT_20251127_120311_293324.jpg,0.8
20251127_120311_543324,92.1375,-0.0162,-0.1228,0.61,7.9,91.40625,91.4625,91.2375,91.29375,0.007936508,0.007326007,0.00976801,0.009157509,train/episode_34/images/ZED_LEFT/ZED_LEFT_20251127_120311_543324.jpg,train/episode_34/images/road_img/ZED_LEFT_20251127_120311_543324.jpg,0.8
20251127_120311_793324,90.675,-0.0586,-0.1428,0.47,7.5,90,90.1125,89.94375,89.83125,0.007444169,0.006203474,0.008064516,0.009305211,train/episode_34/images/ZED_LEFT/ZED_LEFT_20251127_120311_793324.jpg,train/episode_34/images/road_img/ZED_LEFT_20251127_120311_793324.jpg,0.8
20251127_120312_043324,89.60625,-0.0228,-0.1444,0.41,6.9,89.15625,89.2125,89.2125,89.15625,0.005021971,0.004394225,0.004394225,0.005021971,train/episode_34/images/ZED_LEFT/ZED_LEFT_20251127_120312_043324.jpg,train/episode_34/images/road_img/ZED_LEFT_20251127_120312_043324.jpg,0.8
20251127_120312_293324,88.65,-0.0253,-0.1447,0.12,5.7,88.0875,88.14375,88.36875,88.03125,0.006345178,0.00571066,0.003172589,0.006979695,train/episode_34/images/ZED_LEFT/ZED_LEFT_20251127_120312_293324.jpg,train/episode_34/images/road_img/ZED_LEFT_20251127_120312_293324.jpg,0.8
20251127_120312_543324,87.69375,0.0321,-0.0884,-0.47,6,87.3,87.24375,87.4125,87.1875,0.004490058,0.005131495,0.003207184,0.005772931,train/episode_34/images/ZED_LEFT/ZED_LEFT_20251127_120312_543324.jpg,train/episode_34/images/road_img/ZED_LEFT_20251127_120312_543324.jpg,0.8
20251127_120312_793324,86.90625,0.0089,-0.1277,-0.27,6.5,86.34375,86.2875,86.5125,86.4,0.006472492,0.007119741,0.004530744,0.005825243,train/episode_34/images/ZED_LEFT/ZED_LEFT_20251127_120312_793324.jpg,train/episode_34/images/road_img/ZED_LEFT_20251127_120312_793324.jpg,0.8
20251127_120313_043324,85.8375,-0.0049,-0.0734,-0.01,6.5,85.725,85.89375,86.11875,85.89375,0.001310616,-0.000655308,-0.00327654,-0.000655308,train/episode_34/images/ZED_LEFT/ZED_LEFT_20251127_120313_043324.jpg,train/episode_34/images/road_img/ZED_LEFT_20251127_120313_043324.jpg,0.8
