id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac
20260206_130141_764497,30.09375,-0.0061,0.0191,0.12,6.9,30.0375,30.0375,30.31875,30.20625,0.001869159,0.001869159,-0.007476636,-0.003738318,train/episode_101__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260206_130141_764497.jpg,train/episode_101__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260206_130141_764497.jpg,0.9
20260206_130142_014497,30.09375,-0.0019,0.0194,0.3,7.7,30.09375,30.0375,30.31875,30.2625,0,0.001869159,-0.007476636,-0.005607477,train/episode_101__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260206_130142_014497.jpg,train/episode_101__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260206_130142_014497.jpg,0.9
20260206_130142_264497,30.09375,-0.0012,0.018,0.26,8.4,29.98125,30.0375,30.20625,30.15,0.003738318,0.001869159,-0.003738318,-0.001869159,train/episode_101__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260206_130142_264497.jpg,train/episode_101__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260206_130142_264497.jpg,0.9
20260206_130142_514497,29.925,-0.0096,-0.0044,0.38,8.4,29.8125,29.86875,29.925,29.86875,0.003759398,0.001879699,0,0.001879699,train/episode_101__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260206_130142_514497.jpg,train/episode_101__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260206_130142_514497.jpg,0.9
20260206_130142_764497,29.7,-0.007,-0.013,0.39,8.2,29.5875,29.5875,29.86875,29.75625,0.003787879,0.003787879,-0.005681818,-0.001893939,train/episode_101__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260206_130142_764497.jpg,train/episode_101__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260206_130142_764497.jpg,0.9
20260206_130143_014497,29.5875,-0.0011,0.0473,0.37,8,29.5875,29.64375,29.86875,29.8125,0,-0.001901141,-0.009505703,-0.007604563,train/episode_101__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260206_130143_014497.jpg,train/episode_101__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260206_130143_014497.jpg,0.9
20260206_130143_264497,29.5875,-0.0052,0.028,0.32,4.7,29.5875,29.53125,29.8125,29.7,0,0.001901141,-0.007604563,-0.003802281,train/episode_101__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260206_130143_264497.jpg,train/episode_101__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260206_130143_264497.jpg,0.9
20260206_130143_514497,29.5875,-0.0021,0.0112,0.34,4,29.53125,29.53125,29.64375,29.53125,0.001901141,0.001901141,-0.001901141,0.001901141,train/episode_101__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260206_130143_514497.jpg,train/episode_101__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260206_130143_514497.jpg,0.9
20260206_130143_764497,29.5875,-0.0064,0.0223,-0.48,3.5,29.19375,29.08125,29.30625,29.25,0.013307985,0.017110266,0.009505703,0.011406844,train/episode_101__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260206_130143_764497.jpg,train/episode_101__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260206_130143_764497.jpg,0.9
20260206_130144_014497,29.41875,-0.0052,-0.0038,-0.43,3.4,29.025,29.025,29.25,29.08125,0.013384321,0.013384321,0.005736138,0.011472275,train/episode_101__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260206_130144_014497.jpg,train/episode_101__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260206_130144_014497.jpg,0.9
