id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac
20251120_181926_150369,37.18125,0.0313,0.1205,-1.2,-0.7,37.2375,37.2375,37.74375,37.575,-0.001512859,-0.001512859,-0.015128593,-0.010590015,train/episode_192/images/ZED_LEFT/ZED_LEFT_20251120_181926_150369.jpg,train/episode_192/images/road_img/ZED_LEFT_20251120_181926_150369.jpg,0.8
20251120_181926_400369,37.74375,0.0198,0.1223,-1.6,-3,37.9125,37.6875,38.19375,38.08125,-0.004470939,0.001490313,-0.011922504,-0.008941878,train/episode_192/images/ZED_LEFT/ZED_LEFT_20251120_181926_400369.jpg,train/episode_192/images/road_img/ZED_LEFT_20251120_181926_400369.jpg,0.8
20251120_181926_650369,38.41875,0.0662,0.1269,-2.1,-3.6,38.8125,38.5875,39.31875,39.0375,-0.010248902,-0.004392387,-0.023426061,-0.016105417,train/episode_192/images/ZED_LEFT/ZED_LEFT_20251120_181926_650369.jpg,train/episode_192/images/road_img/ZED_LEFT_20251120_181926_650369.jpg,0.8
20251120_181926_900369,38.925,0.0797,0.118,-2.22,-3.6,39.2625,39.20625,39.99375,39.6,-0.00867052,-0.007225434,-0.027456647,-0.01734104,train/episode_192/images/ZED_LEFT/ZED_LEFT_20251120_181926_900369.jpg,train/episode_192/images/road_img/ZED_LEFT_20251120_181926_900369.jpg,0.8
20251120_181927_150369,39.4875,0.0369,0.1119,-2.24,-3.6,40.275,40.05,40.725,40.33125,-0.01994302,-0.014245014,-0.031339031,-0.021367521,train/episode_192/images/ZED_LEFT/ZED_LEFT_20251120_181927_150369.jpg,train/episode_192/images/road_img/ZED_LEFT_20251120_181927_150369.jpg,0.8
20251120_181927_400369,40.10625,0.0335,0.1353,-2.28,-3.6,41.11875,40.8375,41.4,41.11875,-0.025245442,-0.018232819,-0.032258065,-0.025245442,train/episode_192/images/ZED_LEFT/ZED_LEFT_20251120_181927_400369.jpg,train/episode_192/images/road_img/ZED_LEFT_20251120_181927_400369.jpg,0.8
20251120_181927_650369,40.89375,0.0625,0.1384,-2.16,-3,41.9625,41.85,42.525,42.525,-0.026134801,-0.023383769,-0.039889959,-0.039889959,train/episode_192/images/ZED_LEFT/ZED_LEFT_20251120_181927_650369.jpg,train/episode_192/images/road_img/ZED_LEFT_20251120_181927_650369.jpg,0.8
20251120_181927_900369,41.45625,0.0413,0.1452,-2.41,0.2,42.91875,42.75,43.48125,43.0875,-0.035278155,-0.031207598,-0.048846676,-0.039348711,train/episode_192/images/ZED_LEFT/ZED_LEFT_20251120_181927_900369.jpg,train/episode_192/images/road_img/ZED_LEFT_20251120_181927_900369.jpg,0.8
20251120_181928_150369,42.3,0.0612,0.1351,-1.99,0.5,43.81875,43.875,44.49375,44.26875,-0.035904255,-0.037234043,-0.051861702,-0.046542553,train/episode_192/images/ZED_LEFT/ZED_LEFT_20251120_181928_150369.jpg,train/episode_192/images/road_img/ZED_LEFT_20251120_181928_150369.jpg,0.8
20251120_181928_400369,43.2,0.0061,0.1397,-1.32,0.4,44.60625,44.38125,45.39375,44.8875,-0.032552083,-0.02734375,-0.05078125,-0.0390625,train/episode_192/images/ZED_LEFT/ZED_LEFT_20251120_181928_400369.jpg,train/episode_192/images/road_img/ZED_LEFT_20251120_181928_400369.jpg,0.8
