id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac
20260205_160609_943864,2.8125,0.0032,0.2177,0.04,-1.7,2.86875,2.86875,2.86875,2.86875,-0.02,-0.02,-0.02,-0.02,train/episode_56_part1/images/ZED_LEFT/ZED_LEFT_20260205_160609_943864.jpg,train/episode_56_part1/images/road_img/ZED_LEFT_20260205_160609_943864.jpg,0.65
20260205_160610_193864,4.10625,0.0066,0.1738,-0.01,-4.6,4.8375,4.8375,4.95,4.89375,-0.178082192,-0.178082192,-0.205479452,-0.191780822,train/episode_56_part1/images/ZED_LEFT/ZED_LEFT_20260205_160610_193864.jpg,train/episode_56_part1/images/road_img/ZED_LEFT_20260205_160610_193864.jpg,0.65
20260205_160610_443864,5.34375,-0.0023,0.1762,-0.13,-8.5,6.24375,6.1875,6.3,6.3,-0.168421053,-0.157894737,-0.178947368,-0.178947368,train/episode_56_part1/images/ZED_LEFT/ZED_LEFT_20260205_160610_443864.jpg,train/episode_56_part1/images/road_img/ZED_LEFT_20260205_160610_443864.jpg,0.65
20260205_160610_693864,6.69375,0.0017,0.1777,-0.38,-10.7,7.70625,7.59375,7.81875,7.70625,-0.151260504,-0.134453782,-0.168067227,-0.151260504,train/episode_56_part1/images/ZED_LEFT/ZED_LEFT_20260205_160610_693864.jpg,train/episode_56_part1/images/road_img/ZED_LEFT_20260205_160610_693864.jpg,0.65
20260205_160610_943864,8.15625,-0.0052,0.1699,-0.57,-10.6,9.3375,9.3375,9.50625,9.45,-0.144827586,-0.144827586,-0.165517241,-0.15862069,train/episode_56_part1/images/ZED_LEFT/ZED_LEFT_20260205_160610_943864.jpg,train/episode_56_part1/images/road_img/ZED_LEFT_20260205_160610_943864.jpg,0.65
20260205_160611_193864,9.28125,0.0179,0.1699,-0.7,-10.9,10.575,10.40625,10.6875,10.575,-0.139393939,-0.121212121,-0.151515152,-0.139393939,train/episode_56_part1/images/ZED_LEFT/ZED_LEFT_20260205_160611_193864.jpg,train/episode_56_part1/images/road_img/ZED_LEFT_20260205_160611_193864.jpg,0.65
20260205_160611_443864,10.40625,-0.0164,0.1753,-1.11,-13.3,12.43125,12.31875,12.54375,12.43125,-0.194594595,-0.183783784,-0.205405405,-0.194594595,train/episode_56_part1/images/ZED_LEFT/ZED_LEFT_20260205_160611_443864.jpg,train/episode_56_part1/images/road_img/ZED_LEFT_20260205_160611_443864.jpg,0.65
20260205_160611_693864,11.64375,0.0085,0.1705,-1.01,-15.4,13.6125,13.5,13.78125,13.55625,-0.169082126,-0.15942029,-0.183574879,-0.164251208,train/episode_56_part1/images/ZED_LEFT/ZED_LEFT_20260205_160611_693864.jpg,train/episode_56_part1/images/road_img/ZED_LEFT_20260205_160611_693864.jpg,0.65
20260205_160611_943864,12.825,-0.0047,0.1597,-1.3,-15.8,14.9625,14.79375,15.1875,14.9625,-0.166666667,-0.153508772,-0.184210526,-0.166666667,train/episode_56_part1/images/ZED_LEFT/ZED_LEFT_20260205_160611_943864.jpg,train/episode_56_part1/images/road_img/ZED_LEFT_20260205_160611_943864.jpg,0.65
20260205_160612_193864,13.8375,0.0323,0.1411,-1.71,-15.8,15.975,15.69375,16.0875,15.75,-0.154471545,-0.134146341,-0.162601626,-0.138211382,train/episode_56_part1/images/ZED_LEFT/ZED_LEFT_20260205_160612_193864.jpg,train/episode_56_part1/images/road_img/ZED_LEFT_20260205_160612_193864.jpg,0.65
