id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac
20260205_181137_985186,25.2,0.1201,-0.0448,-11.87,-68.8,25.7625,24.58125,25.9875,24.58125,-0.022321429,0.024553571,-0.03125,0.024553571,train/episode_90__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260205_181137_985186.jpg,train/episode_90__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260205_181137_985186.jpg,0.8
20260205_181138_235186,25.36875,0.1389,-0.0271,-13.14,-71,26.1,24.80625,26.1,24.6375,-0.028824834,0.022172949,-0.028824834,0.028824834,train/episode_90__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260205_181138_235186.jpg,train/episode_90__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260205_181138_235186.jpg,0.8
20260205_181138_485186,25.36875,0.1332,-0.0438,-12.94,-71.3,26.15625,24.6375,26.26875,24.91875,-0.031042129,0.028824834,-0.035476718,0.017738359,train/episode_90__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260205_181138_485186.jpg,train/episode_90__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260205_181138_485186.jpg,0.8
20260205_181138_735186,25.65,0.1155,-0.0336,-14.66,-86.4,26.4375,24.975,26.60625,24.8625,-0.030701754,0.026315789,-0.037280702,0.030701754,train/episode_90__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260205_181138_735186.jpg,train/episode_90__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260205_181138_735186.jpg,0.8
20260205_181138_985186,25.81875,0.148,-0.0038,-17.26,-95.1,26.71875,25.03125,26.775,24.8625,-0.034858388,0.030501089,-0.037037037,0.037037037,train/episode_90__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260205_181138_985186.jpg,train/episode_90__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260205_181138_985186.jpg,0.8
20260205_181139_235186,25.81875,0.1954,-0.0467,-17.47,-95.7,26.6625,24.975,26.775,24.75,-0.032679739,0.032679739,-0.037037037,0.041394336,train/episode_90__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260205_181139_235186.jpg,train/episode_90__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260205_181139_235186.jpg,0.8
20260205_181139_485186,26.04375,0.1711,-0.0415,-17.23,-95.1,26.775,24.975,26.775,24.80625,-0.028077754,0.041036717,-0.028077754,0.047516199,train/episode_90__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260205_181139_485186.jpg,train/episode_90__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260205_181139_485186.jpg,0.8
20260205_181139_735186,26.2125,0.2011,-0.0537,-16.48,-93.8,27.05625,25.2,26.8875,25.14375,-0.032188841,0.038626609,-0.025751073,0.040772532,train/episode_90__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260205_181139_735186.jpg,train/episode_90__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260205_181139_735186.jpg,0.8
20260205_181139_985186,26.26875,0.1803,-0.028,-14.92,-84.2,27.16875,25.425,27.225,25.25625,-0.034261242,0.032119914,-0.03640257,0.038543897,train/episode_90__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260205_181139_985186.jpg,train/episode_90__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260205_181139_985186.jpg,0.8
20260205_181140_235186,26.4375,0.1374,-0.0482,-12.87,-70.1,27.05625,25.5375,27.1125,25.65,-0.023404255,0.034042553,-0.025531915,0.029787234,train/episode_90__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260205_181140_235186.jpg,train/episode_90__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260205_181140_235186.jpg,0.8
20260205_181140_485186,26.60625,0.178,-0.05,-11.65,-66.7,27.16875,25.7625,27.225,25.7625,-0.021141649,0.031712474,-0.023255814,0.031712474,train/episode_90__pi05_annotations_in_yuanqv_clean/images/ZED_LEFT/ZED_LEFT_20260205_181140_485186.jpg,train/episode_90__pi05_annotations_in_yuanqv_clean/images/road_img/ZED_LEFT_20260205_181140_485186.jpg,0.8
