id,speed_kmh,ax_g,ay_g,yaw_rate_dps,steering_angle_deg,wheel_fl_kmh,wheel_fr_kmh,wheel_rl_kmh,wheel_rr_kmh,slip_fl,slip_fr,slip_rl,slip_rr,image_path,road_image_path,rac
20251120_182653_604307,41.11875,-0.0636,-0.0066,2.17,15.1,41.00625,41.23125,41.175,41.34375,0.002735978,-0.002735978,-0.001367989,-0.005471956,train/episode_174_part1/images/ZED_LEFT/ZED_LEFT_20251120_182653_604307.jpg,train/episode_174_part1/images/road_img/ZED_LEFT_20251120_182653_604307.jpg,0.85
20251120_182653_854307,41.00625,-0.0474,-0.0107,1.85,13.9,40.95,41.11875,41.175,41.175,0.001371742,-0.002743484,-0.004115226,-0.004115226,train/episode_174_part1/images/ZED_LEFT/ZED_LEFT_20251120_182653_854307.jpg,train/episode_174_part1/images/road_img/ZED_LEFT_20251120_182653_854307.jpg,0.85
20251120_182654_104307,41.00625,-0.0383,0.0347,1.71,13.3,40.95,41.175,41.4,41.4,0.001371742,-0.004115226,-0.009602195,-0.009602195,train/episode_174_part1/images/ZED_LEFT/ZED_LEFT_20251120_182654_104307.jpg,train/episode_174_part1/images/road_img/ZED_LEFT_20251120_182654_104307.jpg,0.85
20251120_182654_354307,41.23125,-0.0542,0.033,1.46,10,41.175,41.2875,41.56875,41.56875,0.001364256,-0.001364256,-0.008185539,-0.008185539,train/episode_174_part1/images/ZED_LEFT/ZED_LEFT_20251120_182654_354307.jpg,train/episode_174_part1/images/road_img/ZED_LEFT_20251120_182654_354307.jpg,0.85
20251120_182654_604307,41.56875,0.0089,0.0316,0.56,8.8,41.56875,41.56875,41.85,41.90625,0,0,-0.0067659,-0.00811908,train/episode_174_part1/images/ZED_LEFT/ZED_LEFT_20251120_182654_604307.jpg,train/episode_174_part1/images/road_img/ZED_LEFT_20251120_182654_604307.jpg,0.85
20251120_182654_854307,41.79375,-0.0195,0.024,0.62,9.9,41.79375,41.85,42.1875,42.01875,0,-0.001345895,-0.009421265,-0.00538358,train/episode_174_part1/images/ZED_LEFT/ZED_LEFT_20251120_182654_854307.jpg,train/episode_174_part1/images/road_img/ZED_LEFT_20251120_182654_854307.jpg,0.85
20251120_182655_104307,42.01875,-0.0364,0.0219,1.04,13.1,42.1875,42.35625,42.525,42.525,-0.004016064,-0.008032129,-0.012048193,-0.012048193,train/episode_174_part1/images/ZED_LEFT/ZED_LEFT_20251120_182655_104307.jpg,train/episode_174_part1/images/road_img/ZED_LEFT_20251120_182655_104307.jpg,0.85
20251120_182655_354307,42.24375,-0.0641,0.0378,1.76,14.9,42.35625,42.6375,42.75,42.80625,-0.002663116,-0.009320905,-0.011984021,-0.013315579,train/episode_174_part1/images/ZED_LEFT/ZED_LEFT_20251120_182655_354307.jpg,train/episode_174_part1/images/road_img/ZED_LEFT_20251120_182655_354307.jpg,0.85
20251120_182655_604307,42.6375,-0.0689,0.0039,2.31,15.7,42.6375,42.75,42.91875,42.975,0,-0.002638522,-0.006596306,-0.007915567,train/episode_174_part1/images/ZED_LEFT/ZED_LEFT_20251120_182655_604307.jpg,train/episode_174_part1/images/road_img/ZED_LEFT_20251120_182655_604307.jpg,0.85
20251120_182655_854307,42.80625,-0.0895,-0.0021,2.64,18.1,42.69375,43.03125,43.03125,43.14375,0.002628121,-0.005256242,-0.005256242,-0.007884363,train/episode_174_part1/images/ZED_LEFT/ZED_LEFT_20251120_182655_854307.jpg,train/episode_174_part1/images/road_img/ZED_LEFT_20251120_182655_854307.jpg,0.85
20251120_182656_104307,42.8625,-0.0701,0.0011,3.53,23.4,42.69375,43.14375,43.0875,43.3125,0.003937008,-0.00656168,-0.005249344,-0.010498688,train/episode_174_part1/images/ZED_LEFT/ZED_LEFT_20251120_182656_104307.jpg,train/episode_174_part1/images/road_img/ZED_LEFT_20251120_182656_104307.jpg,0.85
20251120_182656_354307,42.975,-0.1537,0.0238,5.54,30.7,42.69375,43.36875,42.975,43.5375,0.006544503,-0.009162304,0,-0.013089005,train/episode_174_part1/images/ZED_LEFT/ZED_LEFT_20251120_182656_354307.jpg,train/episode_174_part1/images/road_img/ZED_LEFT_20251120_182656_354307.jpg,0.85
20251120_182656_604307,43.2,-0.1514,0.027,5.99,31,42.8625,43.59375,43.14375,43.7625,0.0078125,-0.009114583,0.001302083,-0.013020833,train/episode_174_part1/images/ZED_LEFT/ZED_LEFT_20251120_182656_604307.jpg,train/episode_174_part1/images/road_img/ZED_LEFT_20251120_182656_604307.jpg,0.85
20251120_182656_854307,43.25625,-0.1502,0.0205,6.3,31.1,42.80625,43.59375,43.2,43.70625,0.010403121,-0.007802341,0.00130039,-0.010403121,train/episode_174_part1/images/ZED_LEFT/ZED_LEFT_20251120_182656_854307.jpg,train/episode_174_part1/images/road_img/ZED_LEFT_20251120_182656_854307.jpg,0.85
20251120_182657_104307,43.3125,-0.1564,0.0163,6.11,30.4,43.03125,43.65,43.425,43.81875,0.006493506,-0.007792208,-0.002597403,-0.011688312,train/episode_174_part1/images/ZED_LEFT/ZED_LEFT_20251120_182657_104307.jpg,train/episode_174_part1/images/road_img/ZED_LEFT_20251120_182657_104307.jpg,0.85
